lemma,f
nib,4
pleat,5
blair-era,6
newsprint,6
clamorous,2
low-paid,268
doldrums,71
mormon,3
invert,10
speechless,5
disaster,850
end-of-terrace,2
moose,8
endemic,46
overthrow,88
passage,235
detonator,2
reflux,2
machination,27
bathwater,9
marketer,8
detector,7
monstrosity,5
allied,13
girdle,1
provost,2
illegitimacy,6
islamist-dominated,1
tragi-comedy,1
actor,434
100-seat,2
salesman,46
maxim,26
eclectic,34
cunning,42
armpit,6
concessional,2
renewable,238
cookware,1
meter,40
ex-banker,5
evil,203
anthem,78
self-supporting,1
hideous,28
over-ambitious,2
lapidary,3
smacking,1
spectator,48
trillion,37
partygoer,2
wind,541
coma,17
restrain,86
over-investment,3
docking,9
spine-tingling,3
genetic,26
raincoat,5
ass,17
whispering,2
two-night,1
harder,2
fervour,45
rug,27
brightness,4
air-conditioning,4
chum,34
delectation,1
low-deficit,2
captivate,18
tell,9030
arms-length,9
consumable,2
straitjacket,58
hiring,47
de-risk,3
scenery,19
conservatoire,1
recede,84
indistinguishable,23
san,15
pedestal,3
non-custodial,3
full-frontal,6
horseman,8
dedicatory,1
cloud,244
separatist,135
abjure,4
blubbing,1
capture,496
woollen,8
readability,1
flaky,11
menace,66
retrieve,17
busker,3
convict,107
blameless,21
hostile,300
madam,4
reprofile,3
austerity-focused,1
freerider,1
media-savvy,7
und,3
pyrotechnic,4
ball-gazing,1
adoption,110
expedition,35
sse,15
leakage,6
village,390
decimal,12
minibus,10
heartwarming,5
health-check,2
wanderlust,1
glamorous,66
capon,2
pants,38
volte-face,26
bin,153
choice,2345
candle,36
sequester,23
inglorious,5
well-advised,4
unnatural,14
autopilot,7
kayaking,2
means,863
radar,83
atomised,11
none,957
discontinue,10
15-year,28
poetic,37
oscillate,8
centimetre,4
maintain,1226
overlord,15
trek,19
scalp,29
geographic,14
listener,85
dockyard,10
mis-sold,5
bme,25
seatbelt,9
programme,5398
institutionalised,20
vanity,68
axiom,6
cheerfulness,7
four-wheel,1
evocation,14
geology,8
profligacy,102
bidder,80
butlin,4
uninvested,4
pro-eu,100
d,107
avalanche,25
impeach,17
trenchcoat,2
violence,1162
undergeared,1
realness,1
option,1488
theatre,940
semi-retirement,2
mph,3
betters,10
tumultuous,62
contradictory,83
faslane,11
long-haul,7
roller-coaster,5
flood,382
reunion,15
tableland,1
pleasure,215
recast,43
lunatic,28
paintbrush,2
kidding,2
meeting,3424
pervasive,44
hierarchical,20
unperturbed,4
demure,5
high-paid,7
accumulation,49
slender,41
bleedin,8
crankshaft,1
cah,1
domain,63
tilted,22
infernal,5
winding-up,1
think,10991
newborn,45
temerity,11
forestall,19
polemical,10
encyclopaedic,2
hardwearing,1
passion,312
detente,3
caretaker,126
reedbed,1
thwack,2
afflict,67
stoop,18
parallel,300
voiceover,12
pre-fab,1
northeastern,3
subsidy,695
under-16,11
continent-wide,22
all,10
traumatise,33
theoretical,58
nubile,3
mf,57
outperformance,3
something-for-nothing,2
bête,1
better-placed,3
whisper,104
inner-city,61
self-publish,4
payment,1744
slang,17
daunt,37
graph,149
endowment,29
hiker,2
stomp,14
actorly,2
dimension,140
hell-bent,19
robotic,11
defunct,32
island,799
shouty,13
dodging,13
preheated,2
doomsayer,14
top-of-the-range,7
thinking,551
bloodstock,2
mix-up,1
awkwardness,9
polyclinic,1
squeak,27
90-day,5
mini-budget,17
cohere,17
vandalise,11
low-price,2
economic,12669
perturb,16
mundus,1
bead,18
close-up,10
bosom,8
shekel,11
knockabout,6
cert,8
moneyed,18
privacy,111
shareholding,17
gal,4
uncomplaining,2
harvard-trained,5
cumin,1
weaken,450
beg,184
low-profile,7
adorable,5
blemish,4
wenlock,3
greek,9389
lobbying,120
big-wig,1
town-centre,2
popcorn,9
leach,6
exhort,30
creek,5
in-depth,35
cww,3
plank,77
ease,1426
chaff,4
pontificate,4
upside,88
kipper,3
long-simmering,2
underspend,36
cooker,26
cause,3312
revile,17
ascend,24
measles,4
shredder,3
accredit,24
posterior,1
candlestick,3
wisdom,237
coyness,2
ministership,8
curb,271
snapper,8
samba,6
aussie,9
onward,118
toiling,9
deficit-fighting,3
assistance,498
third-party,13
triplet,3
proclaimed,14
numbing,5
defibrillator,7
spadework,3
doctoral,8
form,3593
gsee,15
beatle,13
well-prepared,4
bump,124
naming,18
idiomatic,1
intergalactic,1
anti-berlusconi,3
bisque,2
packer,3
nerve,218
mag,8
blare,20
superfast,14
whack,39
200-seat,2
purification,9
pillow,10
malfeasance,4
spoil,89
pollute,32
teutonic,12
magus,4
knockout,16
pre-agreed,3
travel,929
stranger,127
jinping,16
steam-powered,1
takeover,229
hubristic,14
debenham,7
civilian-military,1
muscle-bound,2
jeunesse,1
halt,435
cosiness,4
pizza,50
on-message,3
saturate,17
willow,6
moon-faced,1
mid-fifty,1
dot,86
echelon,40
orr,3
locog,4
reconnaissance,3
policewoman,3
unstinting,6
baby,576
wizardry,10
pro-enterprise,3
weathered,1
uninspiring,41
rephrase,4
flat-screen,6
war-weary,5
jackboot,6
attentiveness,2
free,3262
platoon,15
hair,311
unflattering,11
self-feeding,1
terrace,85
fado,1
anyone,1847
disorder,203
vertiginous,20
incurable,8
front-bencher,4
fraught,112
telescope,8
prurience,3
match-fixing,8
earthwork,1
rectory,2
ardent,42
horseback,6
all-in-it-together,4
paperback,37
boring,133
hopeful,244
squeal,18
given,13
jihadus,18
possibility,905
30-page,2
nightly,18
status-seeking,3
mow,6
distancing,5
pew,10
pc,160
fennel,3
second-generation,13
assignment,23
cogent,15
must-have,8
sanctuary,36
negligible,54
fox,61
weakening,103
fifteen-year-old,2
hedgerow,8
crimp,4
deepen,469
outperform,91
sickb,1
chopper,1
boot,162
worthwhile,100
self-employment,62
friedmanite,2
leaflet,108
endorse,445
prosecutor,137
sixth,261
meh,2
counter-attack,6
conk,2
ostentatious,27
subgroup,1
homeowner,126
affable,18
contrivance,1
belabour,1
roast,47
bend,75
mid-2009,7
condemn,406
morale-boosting,5
serving,1
speedy,41
self-mockery,3
four-year,161
do-well,3
three-party,34
cannibalise,7
ravishing,12
self-evident,29
fragile-looking,2
abenomic,5
title,612
postal,59
hazardous,19
unadventurous,3
long-needed,1
sufficient,384
barmy,13
unsullied,5
extraneous,4
standard-issue,8
fort,18
40-yearold,1
lifter,3
concomitant,6
armoured,14
equanimity,8
insignificance,9
syriza-led,64
reconstruction,58
lobster,17
specification,11
tunic,13
plotter,20
miserly,13
norovirus,1
portentousness,1
ethic,107
conclude,801
straggler,6
decanter,3
peloponnesian,2
tight-fistedness,1
dime,8
pre-match,5
pooper,3
vanguard,35
ourselve,4
moule,1
strange,354
sector-led,8
indepth,1
scowl,7
happy,1167
extortion,12
launching,3
underused,14
eyesore,4
setpiece,7
drawn,1
reframe,31
chord,58
feckless,97
six-month,117
decry,72
groovy,3
private-rented,2
tooth,198
mass-produced,6
paternalism,10
spotless,4
carol,7
weightless,9
cancerous,3
tsarina,1
ascent,35
pink,86
ruination,6
purple,52
eu,2
heroine,49
undergrowth,6
drivel,9
40-yard,1
sex-trafficking,1
hhhh,1
sample,113
wrathful,1
proclivity,4
lengthen,65
fairytale,60
drug-related,10
petrify,3
reminisce,15
trudge,14
psychedelic,12
ker-ching,1
taxonomic,1
economy,15676
re-use,15
switch-off,3
improvisational,1
bitcoin,6
dispersal,15
perish,20
inspection,113
marshal,34
beached,3
astrophysics,1
vicious,195
portugal,2
quant,17
captivity,4
shopfront,7
bride-to-be,3
startle,13
gratuitous,11
trotskyist,8
mismatched,4
ruin,315
loud,208
unscrupulous,35
nudity,8
hairshirt,7
tie,600
enthusiast,57
decode,11
nemesis,34
pick-and-mix,3
piffling,1
gt,4
thinly-veiled,1
doorstep,166
cure-all,7
equip,101
re-evaluation,9
scar,112
upto,1
ensue,124
faultless,6
unimpeachable,7
yew,1
chair,1092
damning,69
canadian-style,3
lesser,103
threaten,1343
dancer,113
endnote,2
mayoral,238
debt-brake,2
lattice,1
forefront,92
colonial,89
fous,15
trappings,20
soundness,9
vous,2
unceasing,6
dwelt,2
central,2938
fashionability,3
broom,16
impregnate,3
locate,43
reacquaint,2
lowered,6
deter,144
rim,13
untouch,8
over-stretch,1
herr,6
overbought,1
record-breaking,31
gaze,96
salted,8
delve,19
arch-rival,7
first-mover,1
boat,245
overload,23
subtitle,24
consumer-facing,1
german,4624
restless,53
ending,48
blurry,2
enjoyable,54
tame,69
sizable,20
preheat,2
co,35
after-tax,3
underfund,58
boggle-eyed,1
privy,16
sepulchral,3
octopus,5
farmstead,2
re-rate,4
apprenticeship,202
gfk,6
ruddy,2
exalted,10
grandee,55
duress,14
cross-legged,2
last,17214
entwine,19
isolationist,10
warming-up,1
afd,42
unseen,38
off-white,4
outturn,17
mass,1027
disincentivise,4
smoothness,6
supervise,63
staging,52
clap,47
deceitful,8
forewarn,3
unwrapped,2
admonish,11
untangle,11
correspondence,42
uncle,65
shrug,184
fitness,40
brashness,1
dextrous,1
cow,114
mailing,3
closed,149
unpopularity,86
pseudo-intellectual,1
civil,1995
sterile,17
brewer,15
polarising,3
mundane,36
three-bedroom,9
bimbo,1
pulsate,4
monetary,1621
skinny,20
biological,26
lion,74
unchallengeable,4
nudging,7
back-seat,4
nh,1493
steam-filled,1
noirish,1
disparage,20
number-cruncher,10
divided,43
jovial,9
pallet,5
up-end,1
unamused,2
incredulous,17
frm,1
professional,865
clad,4
triage,4
fractious,78
shutter,54
laundry,32
carriageway,10
serendipitous,1
age-of-austerity,2
one-third,64
united,36
plebiscite,67
bruising,30
risk,4873
nine-strong,22
manure,13
worst-hit,26
bigwig,13
driller,1
irish,1583
two-note,1
tidiness,1
hailstorm,1
necessity,281
inexplicable,26
ahem,15
silvery,9
watchful,12
wood,145
mini-skirt,1
prospect,1225
unrestrained,15
beard,77
unencumbered,19
whoosh,8
facile,10
wage-dumping,1
pre-crash,38
think-tank,25
refundable,1
chipmunk,2
pro-bailout,33
mir,1
engineering-related,1
accessory,43
depression-style,1
closing-down,1
uproot,24
walk-out,23
taxpayer,1230
disrupt,176
long-held,18
minced,1
dopey,4
paradise,48
ban,600
overstate,66
madrigal,3
char,11
unthinkable,122
mum,261
slate,59
over-enthusiastic,4
double-page,2
timeout,1
catalogue,124
devout,13
ro,6
carping,7
maternity,134
lie,1346
catharsis,12
dealership,11
uneaten,1
beaker,2
inanimate,1
crossroads,69
escapism,22
hispanic,13
wearable,6
absorption,8
confection,9
company,6103
propensity,30
self-abnegation,2
soulless,19
resource,1464
hood,17
cartoonish,4
100-year,6
pro-trident,8
swearing,33
accession,27
turpitude,3
denim,9
fern,7
enslavement,5
capita,143
foreclosure,36
gigawatt,2
destabilisation,8
bullet,162
letterbox,15
noir,15
anaesthetist,2
30-month,6
jeep,7
fiery,57
fiddler,1
cell,120
euphoric,20
stuck,18
oppositional,18
rest,2403
inauspicious,11
postcapitalism,16
j,36
bad-tempered,22
acquittal,7
legend,85
aegis,9
asia-focused,3
entrust,28
pep,13
partial,147
friendship,138
over-valued,9
megastore,2
garden,362
rehash,16
45-year,2
jeering,2
subsidise,251
forgiving,25
breeder,2
finer,20
lower-middle,2
onepiece,7
spy,133
transformational,30
rouble,35
pride,338
in-store,13
incredulity,20
stratagem,2
smidgen,6
battersea,5
reductive,13
level-peg,3
shop-owner,2
haul,89
loiter,6
birch,8
adminster,1
timeworn,3
polemicist,5
post-apocalyptic,10
two-parent,3
nervous,291
self-sacrifice,8
austerian,38
half-century,19
panacea,60
leprechaun,1
anaemic,51
curdle,1
reorganise,42
pompous,19
riot,981
open-top,3
schooling,53
poke,55
overstuffed,1
left-populist,2
at-a-glance,1
snort,20
glossy,35
hypocrisy,127
offering,143
horsepower,3
pt,18
route,624
tricycle,3
virginal,1
budget-friendly,1
haircut,335
bureaucrat,95
amour-propre,1
institutional,227
wallop,10
utopia,39
saturation,11
jitters,75
zdf,6
crack-down,1
trip-hop,1
shortest-lived,1
banal,35
basics,100
oscar-winning,8
disinvest,2
middle-eastern,3
expectation,1164
once-prosperous,1
defraud,6
back-to-basics,5
interest-only,8
roma,5
mainstream,842
hilarious,38
edf,20
serialise,2
deem,348
chronicle,41
staying,21
entangled,17
infatuation,2
linkage,19
vilification,18
item,434
flounder,60
bedfellow,21
entanglement,13
transvestite,1
nave,3
edict,11
super-human,1
ailing,15
fleck,3
bullingdonian,1
complementary,20
constant,314
invalid,22
waste-not-want-not,1
desirable,93
hindsight,57
jocular,2
subcontract,5
wristwatch,2
stepping-stone,1
manc,14
corporation,915
arriviste,6
month-on-month,24
vehicle,312
resin,3
affluence,32
25-yard,2
divertissement,1
offence,281
sandstone,9
low-tax,17
subsist,9
multi-layered,8
upholstered,4
accomplishment,25
slouch,8
prepay,2
present,2335
annihilate,11
tobacco,126
edgy,31
multibillionaire,3
bitumen,1
buzz,100
fever,55
staunch,57
wonted,1
silky,8
habitability,2
weathiest,1
coverage,797
turbocharged,3
plunging,3
stoat,2
grift,1
brace,263
rejoice,48
anti-war,46
illegitimate,65
guilt-ridden,2
malcontent,17
best-placed,5
running-mate,1
handle,378
two-year-old,42
shrivel,35
interior,143
pervade,20
half-truth,8
ihe,1
particular,1359
ensconce,12
confidence-sapping,1
pay,11836
constellation,18
bowel,6
stitching,5
dossy,1
market-maker,3
prelude,43
athlete,147
finder,3
baseless,7
three-foot,1
charade,20
goin,2
whingeing,9
swivel-eyed,14
sub-committee,7
circle,431
shoe,201
conscript,9
flop,51
entrepreneurship,28
impish,6
aroma,10
deniability,2
shoebox,2
liken,126
summit,2249
cork,17
glam,10
adjective,28
middle-ranker,1
handball,7
crooner,6
cutting,98
ofsted,10
courtly,4
herald,122
principled,101
emirate,1
typist,1
narrator,49
belt,206
ingenuity,39
scrape,96
furnished,3
bristle,25
reimagine,23
jejune,2
kimono,1
amenity,33
reaffirm,85
brogue,6
storefront,3
calcified,2
flick,37
derision,45
golf,74
hand-made,5
irish-style,4
bum,28
weirdo,3
suffer,2312
tube,150
swingee,90
multi-pronged,1
imperialistic,1
three-match,2
musical,295
inter-related,6
ploy,45
array,127
nuance,51
stockpiling,13
mausoleum,1
briton,225
pipedream,11
born-again,12
preservative,1
one-quarter,2
sweetshop,1
snake-oil,3
lay,981
despondent,15
bomb,319
inflation-prone,1
shameless,50
variance,13
unacknowledged,10
return,4153
aggression,44
dabble,10
distributive,11
fascistic,8
participant,242
tarpaulin,7
superfood,1
fee-paying,10
readable,15
sprig,6
soapy,1
souk,2
such-and-such,2
malaise,94
level-headed,16
best-case,9
parity,80
penultimate,23
usain,2
paranoid,45
freemarket,6
irritant,9
anathema,44
tgv,4
baulk,4
body,1316
statesmanship,10
corbyn-mania,8
kind,2677
villager,23
justifiable,24
fallibility,2
interviewee,43
whet,7
med,8
going,8
sweet-faced,1
weekday,20
fetch,44
sophisticated,127
fan,680
underway,131
waxy,4
romanesque,1
disconnect,83
repatriation,38
barrenness,1
incursion,13
lighthearted,7
start-up,64
outspend,4
crepe,2
fog,48
truism,12
ideological,596
smith,4
re-launch,1
ring-fencing,22
excruciate,8
cheekbone,3
courtesan,3
terrestrial,3
individuality,14
nuptials,5
transpire,30
high-yielding,4
short-story,4
withdrawal,318
strident,31
appreciable,13
googly,1
re-think,10
perpetuation,3
laggard,17
commune,15
life-cycle,2
internationalist,26
deadline,406
mitigation,22
annihilation,36
party-goer,1
destruction,292
vanish,131
benediction,5
locomotive,9
anti-isil,1
evaluate,50
autopsy,4
ankle-deep,1
upswing,27
diversify,35
under-45,1
hold-out,1
disturbed,12
handcraft,3
spirit,680
flatline,128
hove,2
detention,83
explicit,133
browse,24
small-c,12
crowded,34
typeface,10
dejection,3
testament,63
48-hour,55
diagonal,10
thrice-married,1
gambling,52
ruthless,117
inmate,70
must-see,5
huw,2
haberdashery,1
scene,768
wooden,78
electrifying,6
disproven,2
invective,9
respectable,85
inter-party,1
bunk,17
battlefront,1
pillaging,4
mourn,41
rediscovery,8
teal,1
friggin,1
sex,490
fragility,92
government-run,7
in-year,9
spl,2
subterfuge,8
succeed,707
export-led,53
linguistic,23
abattoir,5
motherhood,27
mount,611
62-year-old,9
toad,10
strategist,434
traitor,44
unsympathetic,14
pro-memorandum,6
mother-of-two,3
womanising,1
necklace,16
endowed,5
polluted,12
betrayal,163
fire-sale,5
begrudge,13
senatorial,2
hearing,326
self-serving,45
part-way,2
hyphen,4
frigate,12
fly-past,1
nutrient,5
ship,335
proximity,47
serenity,11
antibiotic,22
dealer,142
reassurance,111
brainless,5
29-page,1
tea-drinking,1
vitrine,2
whiteness,6
finalise,135
signature,125
averse,24
explorer,20
re-entry,4
maximisation,7
multi-generational,12
multi-decade,2
pink-cheeked,1
sabbatical,18
manic,18
determining,2
ethos,108
11-year-old,25
gaiety,3
drachma,239
fireplace,9
invalidate,13
sex-free,1
subterranean,15
bestow,37
illiterate,43
plunder,29
celestial,5
medecin,2
hat,239
movable,4
pursue,671
drift,242
cgil,8
cosmos,6
unconvinced,51
pinching,1
cupola,2
ropework,2
promulgate,8
pavilion,23
pinker,2
sticking-plaster,4
ey,8
puffing,4
provide,4372
bun,23
revelatory,17
veggie,2
duplicity,11
rapid,328
off-load,1
boom-boom,2
dreamer,14
airy,24
description,174
post-lehman,6
distinguishing,3
lob,39
convener,4
insidious,39
donna,1
episode,303
dysfunctionality,5
storm,605
unmentionable,6
csf,2
unpatriotic,11
reassess,55
flare-up,13
dismal,187
89-year-old,2
oblique,12
break-out,5
clandestine,15
nerdy,4
nazi,132
rapprochement,15
conjoin,1
unicycle,2
legitimise,28
sorry,305
coverup,1
layby,3
conjunction,34
plump,49
upcoming,40
damascene,6
fo,7
scorn,77
co-write,14
third-place,4
artisanal,9
fire-power,2
governable,2
day,9601
cheesecake,2
renewal,264
candy,25
armada,2
preventative,36
rueful,9
app,178
bendy,16
poster,266
loudmouth,3
coriander,7
tend,783
seduce,42
audited,1
pro-aid,1
cabinet,1905
uniformed,25
hamburger,8
prize-giving,2
bulldozing,2
canal,42
choc,4
tactful,3
collage,27
spill-over,5
lockstep,8
kitchen-sink,6
flashlight,1
testimonial,4
frontier,55
halcyon,2
winless,2
fabric,175
hip,65
mid-2007,7
reallocation,10
gram,3
frogmarch,1
avoidance,499
healthcare,551
kilter,16
scribe,5
intelligible,8
cheerful,97
high-spirited,2
hogwash,2
integrity,145
horny-handed,2
low-interest,10
rightw,193
underweight,28
evasive,17
readjustment,10
fanbase,7
mental,1295
mountainous,15
cobalt,5
disseminate,15
hospice,7
combatant,6
oncology,1
discredit,107
vend,5
taker,22
pay-off,15
audience,1028
derailment,2
dung,7
corpulent,3
full-size,1
flunky,3
applicability,1
loss-making,48
hard-won,56
snp,2218
proceedings,128
puritanical,7
alarmed,29
mediocrity,18
digestive,12
theirs,38
dangling,2
four-runway,1
maintenance,249
seance,3
complainant,15
nebulous,17
dummy,12
install,218
plurality,30
fluctuation,31
transformer,2
settled,4
multi-tier,1
derive,89
gp,445
aniseedy,1
ponder,93
all-round,16
bombardment,20
dignity,261
n,156
unbreakable,7
sixth-biggest,3
irrational,79
value-added,5
crackling,3
ultra-flexible,2
youth-orientated,1
credibility,684
anatomist,1
shapeless,5
thirtieth,1
arabic,15
haunted,6
portion,114
refer,956
figurehead,51
weeny,4
gouge,7
cyber-warfare,1
positive,1551
gaudy,12
free-trading,1
pith,3
crystal,55
three-year-old,24
drill,57
circumscribe,7
lumbered,1
dramatic,578
condescension,14
barbarity,4
fruitfulness,1
pub,328
extremist,200
5-year,13
workplace,257
playgroup,3
slavery,50
surging,1
foot-soldier,1
cutesy,1
rebook,7
vertical,15
credit-driven,4
noodle,11
new-year,2
maladministration,6
narrative,716
all-party,47
biopic,11
albatross,8
arrogant,88
secondment,15
corrèze,1
humiliating,105
tiring,3
over-riding,8
seagull,9
petal,10
alight,8
blacklisting,9
annoyance,18
undercurrent,15
confinement,17
asunder,3
embody,159
wifus,5
proliferation,52
dvd,57
circumvention,1
prevent,1416
unbending,14
boss,893
government-backed,21
permatanned,1
scattershot,2
surveyor,18
vociferous,29
pianist,32
thickset,2
gavus,2
obstructive,4
predator,99
ham-fisted,7
concentrate,380
half-hour,11
bdv,2
distillery,12
nvq,1
coordinate,118
punter,46
breast,55
pave,188
joyous,18
popper,2
brainy,8
savannah,1
repertory,8
obstetrics,3
corrugated,8
embark,275
coin,158
dealmaking,3
ex-husband,7
hackneyed,4
colonise,23
re-release,1
