lemma,f
redevelop,17
participate,372
pastis,1
trenchant,25
dinosaur,27
fungus,9
normalise,16
realist,30
there,1
entreat,3
mid-may,3
viability,86
legion,31
fuzzy,26
sate,9
flea,8
four-hour,13
knock,428
financialisation,25
inveterate,5
fsr,1
double-dip,500
refinement,14
abort,12
aegean,17
well-directed,1
seconds,101
centenary,54
single-storey,1
aviva,2
flatcap,1
onyx,2
austerity-lite,50
non-conventional,5
discomfiting,1
67-year-old,12
bandmate,1
inspectorate,20
estrange,22
bridesmaid,3
much-praised,1
defence,1563
troubled,443
notorious,93
covered,15
aggregated,1
shipowner,13
neologism,5
transportable,1
lava,11
serviceman,22
high-living,1
jarrow,1
church,570
mollify,20
oversold,6
parochialism,3
half-crown,1
schoolmate,1
astute-class,1
swell,113
consequent,41
mischievous,34
unidentified,14
corrosion,5
word,2828
submit,272
vengeful,11
df,2
pipeline,133
contractual,22
harming,1
torchlight,1
environment,964
bowler,10
nanny,41
comity,1
anglicised,3
override,75
suffuse,12
hydro,2
dispose,38
quintessential,13
anti-greek,5
gymnastic,3
bigotry,17
mouth,187
internet-based,5
hide-bound,1
watering,5
completion,77
strife,43
diagram,13
40-page,4
tory-controlled,8
cycling,95
interconnected,18
immolate,3
extraordinaire,4
far-right,300
overqualify,11
chin,29
televised,48
payroll,202
curse,70
feisty,24
fro,6
witless,4
limitation,94
rerun,51
self-avowed,2
corral,23
suite,47
aaa-rated,26
bencher,2
attachment,66
copycat,7
confederate,4
italian,1964
dislocation,34
bidding,89
cryptic,24
corker,1
precise,131
vice-chairman,17
diverse,212
symbolise,84
mib,63
gasoline,29
government-funded,22
presentational,13
hand-to-mouth,10
25,4
dish,134
timely,123
brown-like,1
all-white,7
washing,1
contractor,126
suffocating,12
berlin,2
german-inspired,9
mea,26
bling-free,1
rink,4
identify,798
payable,22
protean,4
ch,15
tutorial,11
republican-controlled,5
imminent,249
latch,15
labrador,7
forsyte,1
surrender,211
ultra-left,6
earner,479
partisan,105
cookbook,22
72-year,1
coming,405
hunk,3
bowlful,3
obesity,86
redcurrant,1
junky,1
incitement,9
dominion,3
husky,19
monastery,23
intimation,8
donation,339
intro,6
unfriendly,13
anti-keynesian,2
worst-designed,2
tank,230
unilateral,83
non-urgent,8
rosé,1
checker,1
hiss,18
non-existent,44
repression,77
unglamorous,9
non-productive,3
pedant,14
replace,1230
1990,82
preference,210
tutu,4
jpmorgan,3
overhear,20
millenarian,4
dam,22
altercation,4
hygienic,2
sledging,2
jurisdictional,1
unity,430
aviation,37
congressional,56
sloping,6
therapeutic,36
gastronome,1
burdensome,17
over-regulation,4
deaden,2
programme-maker,2
well-protected,1
ecotricity,1
marcher,63
impartial,43
austerity-ridden,2
redesignate,1
geneticist,7
braver,1
coo,10
big-government,1
septuagenarian,8
defiant,98
switchover,4
demerara,1
domestic,1640
dispiriting,20
bespectacled,8
penchant,30
unauthorised,21
knead,8
much-used,1
amalgamate,10
pity,88
contour,25
trickle,82
gb,18
polymath,5
conker,2
dem,1021
anti-tory,47
murder,415
invitation,108
high-octane,9
brimming,1
manufacture,408
preferred,94
medley,8
puncture,34
cretin,2
near-post,1
up,99
burmese,6
remodelled,1
economist,3294
accountability,222
meatball,7
apportion,14
charisma,75
grub,6
diesel-electric,1
re-introduce,7
math,150
rebuke,75
modernise,164
stuffing,4
objection,163
respectability,22
except,5
non-core,13
abysmal,25
puckish,2
higher-than-average,2
hunter-killer,1
stigma,82
sturgeon,58
deepwater,2
suspenseful,4
mutter,56
government-commissioned,12
post-revolutionary,4
steady,364
discouragement,3
trilby,4
unostentatious,2
recross,1
competitiveness,434
continual,33
nausea,5
lump,84
boiling,32
regrettable,30
opponent,680
palette,26
timeframe,31
feel,5605
saxophone,5
grime,20
balm,12
near-empty,4
uncared,1
row,767
layer,129
chap,52
goalkeeper,48
ignorance,80
snowman,7
faster-growing,5
antagonistic,19
manacle,1
time-related,1
back-of-the-envelope,3
visa,83
no-hope,4
controversial,575
friendly,182
oak,29
congested,10
upbraid,7
iobe,2
noticeable,62
penitential,4
impregnable,11
earnest,90
neatness,1
flummox,10
bounty,10
talkfest,1
ever-shifting,1
standpoint,24
reprimand,14
navel-gazing,12
rolling,96
foregone,18
profit-sharing,2
punnet,3
fuse,42
immersion,6
voyeur,1
intimacy,27
artful,12
bicycling,2
over-the-top,6
romper,1
cut-back,7
short-dated,6
pancake,13
tableau,7
meritocrat,1
site,781
nationality,54
paraphernalia,19
offbeat,6
justify,435
illusion,214
after-dinner,3
privileged,209
soul-searching,32
multi-country,1
banquette,1
institutionalise,27
downbeat,129
fdp,49
all-out,43
understate,45
chubby,5
influential,271
eligibility,82
neo-gothic,1
subservient,10
totter,27
discreet,32
tilting,1
inventive,27
impassion,7
millimetre,5
crumb,24
equestrianism,1
bottom,782
inflamed,18
harmonise,12
terminus,8
51-year-old,4
shyness,3
languor,4
green,1632
rota,18
hairspray,9
pollutant,13
algorithmic,2
kibosh,6
representative,495
lark,13
fresh-faced,10
arise,245
tannin,1
74-year-old,13
bcp,1
passé,2
beret,9
monetise,14
instill,4
green-fingered,1
outsourcer,9
growth-sapping,2
piste,1
saying,4
fudging,6
unmanly,1
us-listed,2
goings-on,9
foul-up,1
no-man,5
debt,12823
peerage,27
participation,288
20-minute,20
amicable,17
touchscreen,3
refuse,1576
specialising,8
voluptuousness,1
crater,16
resign,801
livestock,12
brooding,12
infantry,9
clear-eyed,7
nastiness,27
unwound,7
half-built,5
fivefold,2
audio-visual,2
vouchsafe,2
felicitous,1
puerile,9
not,15
hireling,1
shadow,2411
french-speaking,7
supporter,1852
sorrow,30
negotiated,1
irascible,5
complex,736
liberation,94
friar,3
well-fed,7
rewind,7
aerodynamic,1
orthodox,84
cooling-off,2
compatibility,6
21-month,3
histrionics,2
teapot,5
observer,235
plausibility,15
abbey-style,2
depredation,10
counter-cyclical,18
accusatory,1
frenchman,27
dwell,40
apparel,3
pro-privatisation,3
sluice,2
ceremony,294
patience,184
recidivism,4
shallow,58
curio,5
dressmaker,2
unique,302
prevarication,16
theatricality,7
thatched,8
excitement,164
disprove,19
parenthood,15
tithe,3
pre-existing,23
super-competitive,1
runny,2
energetic,80
puffy,1
breathing,103
daybreak,1
over-65,30
divide,1143
gearbox,2
anti-europeanism,5
short-sleeved,2
juvenile,11
raggedy,1
invite,509
after-effect,16
heroism,20
ground-changing,1
secularism,11
debt-to-income,4
200-year-old,2
goverment,31
drib,2
enviable,20
admirable,91
td,32
turnstile,3
pictorial,5
sculptor,21
apoplexy,4
upstage,14
glasshouse,1
much-ridiculed,2
overjoyed,2
composite,51
undisturbed,7
measured,9
flag-waving,19
glowing,31
spidery,2
apply,1211
jargon,87
drape,29
compliance,78
shuffling,17
provident,2
english-language,20
failing,132
lifejacket,1
strike,3039
top-class,7
north-western,10
saudi,37
febrile,42
dilettante,8
sapien,1
pro-european,217
mire,148
nuke,6
nein,6
prosecco,55
most-watched,2
earthen,1
hilarity,9
pasta,93
slacken,22
berth,12
lol,6
life-support,5
lobby,515
acceptable,226
remarkable,391
gourmet,14
futility,27
raus,3
fixed-line,3
onset,58
stabiliser,35
pretence,62
gigatonne,1
owner,654
reprehensible,18
busy,445
censor,33
domino-effect,1
harmonised,6
mugging,1
mortify,3
dispute,550
administer,123
outbound,1
pack,342
surly,8
exportability,5
incestuous,3
tax-dodging,40
monsieur,3
nostalgia,211
dawn,187
intrusive,49
counterculture,10
ashram,1
spot,556
nop,1
unrelent,8
divert,158
burglar,18
intercompany,2
service-sector,10
satisfactory,32
virility,12
czech,28
culminate,101
hubbub,9
cruise,78
power-crazed,5
eco-friendly,6
detergent,1
magistrate,102
dapagliflozin,1
trentino,1
broadband,152
one-year,80
practitioner,85
strudel,1
registrar,16
cabbie,14
mansion,232
fizz,29
infamy,10
predistribution,22
numbering,6
personification,9
britain,4
uniform,148
manna,12
shudder,42
remaining,2
blowsy,1
punitive,149
revulsion,26
cebr,9
fishcake,4
belong,398
wasteland,33
pinprick,4
mitteleuropean,1
resonant,26
spindly,4
diminishment,2
unforeseen,22
force-feed,7
frightful,5
cartwheel,2
child-rearing,2
explosion,190
arrange,154
mug,79
census,54
homegrown,42
patina,4
idiosyncrasy,4
loyalty,235
taper,33
wildflower,6
jumpsuit,3
underwriting,19
prowess,26
middleman,18
tyrannical,12
cuddly,24
recline,6
dna,71
charge,2096
pursuit,208
democratisation,29
topdown,1
collectivism,12
affectionate,13
bronco,1
disunited,6
languish,42
cavalcade,8
six-figure,20
attuned,23
million-plus,4
must,1
trendy,31
presidential,693
reposition,20
thunderous,12
collectivisation,3
14-year-old,25
parse,5
high-flier,3
hairdressing,7
stopover,9
ukip-er,1
business-related,2
evacuate,24
cataclysmic,25
unprotected,67
hiking,1
wild-card,2
target,3848
wares,18
impetuous,6
molotov,8
wealth,1478
mute,48
discard,65
abstract,2868
indispensable,45
turban,3
post-modern,6
armoury,16
queenly,1
carnival,59
exorcise,5
skyrocket,28
stalled,14
anti-trident,13
oblige,235
gulp,7
multitrillion-euro,2
egoism,1
co-operation,260
rascal,12
upright,15
napf,3
non-scottish,3
jogging,11
obstacle,213
beautiful,338
prophesy,8
shenanigan,28
geopolitical,71
infect,46
drain,213
doubter,28
offcut,2
inflow,32
lipstick,21
grisly,16
iea,1
flatbread,1
grabbing,3
full-blooded,13
replica,36
20-strong,3
usury,5
anti-union,36
fist,71
helium-filled,2
geostrategic,3
ankle,20
duality,2
jcb,2
euro,9047
categoric,2
piece,1211
spontaneous,56
titter,7
wraparound,5
moisturise,1
reservation,106
condescending,7
non-eu,36
export,1511
mumble,17
beagle,1
champagne,133
centre-back,24
obscenity,10
russian,392
eu-mandated,9
bookshelf,10
smoke-and-mirrors,1
disadvantageous,1
occupation,363
destablise,4
breezy,22
skewer,12
poodle,19
sycophantic,4
twisty,4
unelectability,3
content,358
londoner,119
rowdy,24
managed,2
shopping,404
wrangle,92
traditional,989
slick,55
upper-class,15
tabletop,2
mid-january,7
chase,190
snark,7
litre,56
agonise,20
statesmanlike,16
unspun,7
sordid,16
splutter,22
inspiring,136
gastropub,8
yesterday,4427
editorial,349
gale,14
superlative,13
foiled,5
rearing,2
career-defining,5
mountain,304
recrimination,31
mid-morning,14
pat,35
homeware,19
invocation,14
whiten,1
teleprompter,3
exhortation,40
beginner,8
tax,14997
instil,40
papering,4
funny,314
negativity,36
shoestring,21
president-elect,30
exhilarated,1
passporting,7
blitzkrieg,7
monotone,7
five-part,3
10-year-old,24
150-seat,7
little-noticed,2
frob,8
podemos-backed,3
relative,599
bookmaker,61
growth-friendly,17
esteemed,11
rugby,91
confessional,11
chivalric,1
yellow,155
affected,24
instrumentation,4
target-led,1
discount,285
blether,3
vibration,1
querulous,5
overhang,35
bluffing,7
dickensian,18
delightful,32
grovel,5
jew,36
take-off,12
quartile,2
jurisdiction,54
succumb,69
vacillate,7
abduction,8
widescale,3
hamper,149
cutoff,7
pewter,1
all-time,121
disdainful,8
imprudent,5
opposable,1
bond-holder,21
custodial,10
purchase,699
low-risk,10
euro-leader,1
declension,1
navigate,100
fifth-largest,6
uncomplimentary,1
hyperbolic,16
10-week,4
snigger,16
apostle,8
maketh,2
translate,293
pmi,38
blasé,1
deficiency,37
dissonant,5
british-led,1
sentiment,542
assistant,287
articulation,8
novel,687
closed-door,5
unconfined,2
mutation,9
impressive,294
doomster,4
vitriolic,15
net-worth,1
bothersome,4
barefoot,5
unintelligible,7
redistributionist,2
problem,6578
escort,29
altar,31
pre-empt,23
heave,41
individualist,11
leg-up,3
characterisation,27
sturdy,16
unrevised,4
skydive,1
check,797
telegenic,17
bumper,68
achievable,54
onshore,46
publicly-owned,6
indecision,33
full-back,18
modernism,38
slop,3
whalebone,1
magaluf,2
opportunistic,38
love-hate,7
maternal,34
misdirect,1
swanky,8
frumpy,5
inflammatory,26
laudable,33
50-level,1
20-day,2
under-promise,1
polythene,3
virtuous,50
groundwork,22
zoo,21
flickering,2
shyer,1
state-guaranteed,1
unofficial,89
paraphrase,41
blundering,6
barcelona-based,4
incoming,87
distance,385
syndrome,44
noun,35
portentous,4
tax-paying,6
grievance,105
gainer,29
frondeur,2
appraise,8
reprobate,1
spaghetti,15
mineshaft,3
winner,746
cabbage,21
trim,178
overcapacity,2
advantaged,10
shepherd,28
mix-and-match,2
pot,266
subliminal,5
sui,6
accept,2633
instructor,13
ever-swelling,1
measure,7237
petty,70
blurb,18
feeder,8
reboot,25
well-suited,6
onesie,6
pretext,29
denial,252
hurl,79
never-never,9
bitten,1
aria,3
140-page,1
spotlight,175
branding,21
shuck,3
recurrent,14
plot,330
relook,1
unheard-of,2
misjudgement,4
bar,616
confectioner,2
six-star,1
sloven,1
relax,433
moralism,1
austerity-monger,2
high-achieving,2
ttip,52
readmit,5
stake,752
bolthole,7
comprehension,13
well-dressed,10
californian,9
whirlpool,3
amount,2048
keynote,68
democracy-led,2
cotton,68
raven,23
renegade,20
spanish-owned,1
frosted,4
enforcer,30
insufficient,110
war,3563
spivvery,1
sentimentality,20
bathroom,53
watchlist,3
slab,26
posit,18
deficit-funded,2
unshackled,2
disappointing,468
faux,15
stylist,17
stallholder,7
pre-determined,3
bullyboy,2
weigh,361
high-performance,3
malaria,27
facial,27
evensong,1
life-long,10
voltage,1
reappointment,5
honesty,104
grassy,7
relativism,2
anticapitalist,4
detest,18
hand-wringing,21
hold-up,5
out-of-state,1
puffin,1
rub,106
qin,1
looked-after,20
pharaoh,7
uncharacteristic,11
scarring,8
cancel,442
blanche,8
one-week,12
taxable,14
drillbit,1
unpromising,10
twig,7
fret,101
post-match,13
loitering,8
amateur,92
bread-and-butter,14
kite,10
troublesome,25
weaker-than-expected,21
scrap-heap,3
conciliator,1
bring,5046
three-man,4
roll-call,5
closely-watched,4
toxicology,2
anti-corporate,4
barstool,1
eighth,62
defendant,47
law-maker,2
can-do,21
top-three,2
ceiling,261
stricture,20
happening,1
trafficker,17
moment,2799
expletive-filled,2
underdone,1
thundercloud,2
expansion,614
fule,2
mercenary,9
saddened,7
non-euro,26
professionalism,28
canvassing,14
precariousness,15
percentage,699
rousing,48
karate,1
anthology,13
cecil,3
auditionee,1
lovely,220
pedantic,8
cop-out,9
sister,369
libertarian,55
scissors,12
transition,304
plaque,25
far-sighted,11
whining,2
cock,21
longevity,50
whitewash,12
unassuming,14
payment-by-results,10
line,3532
junta,51
workman,10
rally,1330
ungracious,4
win-win,36
godmother,5
letter-writer,5
tittle-tattle,6
well-defined,4
manifesto,961
dictator,111
pearl,17
three-page,1
flexible,301
reconfirm,6
pinnacle,18
highest-quality,1
dweller,15
researcher,341
destabilising,18
carve-up,8
numerical,21
barrier,345
doubling,28
arcade,8
unpleasant,89
cyclically-adjusted,3
nudist,2
chaperon,1
nuptial,2
isd,3
show,9893
cruiser,5
blokeish,2
fluid,62
bore,70
unchallenged,48
additive,6
buddy,16
ipo,8
flushing,3
dub,236
64-year-old,20
roil,12
scramble,147
salver,2
incriminate,4
dutiful,13
tearaway,2
smp,13
downcast,5
shooting,142
legally-binding,3
largesse,68
work-related,15
nd,47
wake,805
tikka,2
gunslinger,1
vigorous,71
solar,157
unjust,95
fiat,11
petrochemical,1
lilt,3
globalise,9
devalue,181
semi-official,1
heart-attack,1
biography,131
floss,1
detonation,2
esp,4
payout,151
torso,3
matey,2
gchq,4
full-day,1
35-year-old,17
iraqi,19
hibiscus,1
carpet,146
out-of-court,4
pear,17
velocity,16
dreamboat,2
markit,22
hd,10
rsa,10
glum,46
penguin,16
nuclear-armed,8
foray,29
blacksmith,3
respective,83
seeming,23
vibrate,5
mumbling,1
wrest,24
concoct,14
outbuilding,1
centenarian,19
american,1191
eagerness,22
sonorous,3
beautician,4
slithery,1
patronising,47
multi-storey,4
nr,1
hippocratic,2
ambulance,88
bottom-line,7
judgment,442
overspent,11
spaniel,3
healing,46
sonntag,3
crackpot,4
reform,5829
ambivalent,42
redistributive,43
patriotic,89
deathbed,3
a-rated,2
same,5909
gca,1
marmite,2
fantasy-land,1
obsession,207
conduit,20
pale,111
piper,6
unwaver,6
stem,220
mattress,38
prosthetic,3
bomb-proof,1
loaf,24
general,4286
fanaticism,8
paraplegic,2
generational,98
inhumane,26
self-correction,3
perfection,22
overdose,14
cer,1
olympiad,3
gauge,103
appalling,126
cathartic,31
commoditised,2
service-based,3
undergarment,2
adopt,879
rowing,34
turn-off,11
aloofness,5
nonviolent,8
grouse,36
dependability,2
easterly,4
punchy,22
dissociate,6
neural,4
post-carbon,1
tidal,44
existing,11
calum,1
passport,118
elan,6
ultimate,203
so-called,716
theatregoer,5
imbecile,2
60-gun,1
silva,10
ordinance,2
waffle,20
well-capitalised,3
ascribe,26
hate,543
two-horse,4
drunkard,2
anti-blair,3
under-delivering,2
short-sighted,45
outpace,43
bode,70
soiree,4
mournful,20
glutton,1
bulbous,2
prone,95
fake,146
homecoming,7
smacker,1
prop,335
plutocratic,7
superintendent,18
austerity-chic,2
interested,527
cohabit,8
three-hour-a-day,1
indecent,18
30-odd,5
pandemic,19
allusion,22
parasol,3
freedom-fighting,1
portray,320
metal,187
take-away,3
inter-connected,3
moribund,88
textbook,73
sold-out,11
adulation,3
twosome,2
praise,629
salivation,1
left-back,13
birth-rate,1
underwriter,1
civility,11
silent,188
keynesian,201
negative,1205
disadvantage,132
one-notch,17
futon,5
sinew,11
shade,70
intestine,1
egalitarian,52
radical-left,16
deposition,3
place,6176
long-serving,19
anglo-french,14
girlfriend,61
imperfect,38
pakistani,37
peripatetic,5
storybook,4
attitude,688
reheat,13
untackled,3
skyline,34
preacher,23
wrinkled,3
zero-carbon,2
facie,8
saleswoman,3
pro-russian,14
crumbly,1
reducing,1
resemble,207
monologue,36
inflation-adjusted,27
comradeship,7
wherewithal,12
beady,4
echt,1
hussy,1
comrade,60
width,5
euro-watcher,1
star-studded,8
tion,1
800-year-old,1
long-term,1760
postscript,1
proposal,2090
outrun,11
wee,44
split,748
conformity,16
super-profit,1
yba,2
tragicomic,5
supercharger,1
rac,7
backwater,11
resolve,767
simplistic,78
price,6041
mobilisation,86
spicy,6
arrondissement,6
nobel-prize,7
super-cheap,2
richness,29
pan-eu,6
botany,2
state-like,1
unrecognised,9
short-seller,2
49-year-old,8
camp,712
fixture,92
overborrow,2
footbridge,1
elemental,16
re-enter,30
conscientious,23
franco-british,6
referendum-related,1
battleship,2
pinkish,3
sombre,70
ancien,9
chummy,6
deutschland,22
hard-left,47
pm,7789
chino,3
starburst,1
unable,918
lower,373
permissible,17
resuscitate,12
blindside,3
piquancy,6
blueberry,10
chart-topper,3
designer,286
tenable,9
attend,922
naughty,38
stainless,2
stain,45
unforgivable,17
melody,33
underhand,3
bargain,250
festoon,8
skilful,22
hubby,1
va,3
fainting,1
abdication,38
disconcert,10
warped,18
regretful,7
invent,181
deregulate,75
nutritious,31
unrest,374
140-character,2
interrupt,84
incentivise,65
so-so,5
blood,339
abut,4
mid-size,2
late,4720
delusion,107
seeker,136
morri,3
unblinking,6
cloudless,6
go-getter,7
dyslexia,3
occasion,404
shorthand,32
plumage,2
back-to-the-future,2
wide-eyed,13
mast,21
out-of-school,1
documentarian,4
mid-thirty,1
droit,1
sportspeople,3
everchanging,1
theorise,14
vc,4
bullfighting,7
falsify,6
vermouth,1
26-page,1
fleece,22
devious,20
blow,894
outerwear,2
first-year,7
digitise,11
sharpe,152
refinancing,87
conception,70
market-led,4
upstream,13
annoying,44
assume,975
stringency,10
flaccid,5
self-fulfilling,41
parachute,26
inopportune,5
laser-like,7
tack,92
tidbit,2
snooper,19
hypothecation,2
trouble,1074
slob,4
once-in-a-decade,1
community,3345
tracksuit,12
tranche,257
carrot,64
jml,3
100-day,6
post-eu,3
phenomenal,34
depths,105
softening-up,4
bloomberg,39
expropriation,4
craven,14
lifebelt,1
lardy,3
hanging,29
dane,6
over-borrowing,7
anti-city,5
hardest-hit,5
edwardian,23
cox,8
oats,14
motivational,10
counter-assault,1
high-altitude,1
see,15907
deodorant,6
exchange-rate,15
marital,16
placeman,5
monochrome,13
provincial,79
steeliness,4
story,3369
de-leveraging,8
leftward,33
mediator,11
centralising,4
staff-patient,1
inflammation,2
burden-sharing,12
lateral,3
scandalous,46
tripartite,24
haulier,7
admie,3
botanical,1
respects,117
whiplash,4
kale,5
through,1
quash,48
cordon,30
purism,2
thumbs-down,5
incl,1
energy-intensive,9
indenture,4
pop,478
prism,30
millstone,17
wildcat,10
cash-conscious,1
ex-boyfriend,3
disruption,212
integrate,204
rumbling,9
paralysing,1
strangeness,6
daughter-in-law,6
cabernet,2
assuage,59
atomise,4
procyclical,1
spatter,2
crisis-driven,1
cockeyed,2
vast,773
truthfulness,1
bloodlust,2
ringer,2
bankruptcy,528
populism,168
unpasteurised,1
shoelace,4
shuffle,44
passport-free,4
all-male,20
unquestionable,7
year-earlier,1
decision,4379
dancing,107
deranged,15
executioner,6
dft,24
enlargement,16
overheating,9
cross-over,5
spar,18
scaled-down,7
reconstruct,30
two-down,2
fall,8816
strainer,3
vagrancy,2
round-up,175
fact-checking,5
regiment,14
ex-police,4
hand-held,2
fraud,247
agitprop,8
elbow,38
one-stop,11
eighty,7
cross-section,17
opinion-poll,1
half-right,1
pmus,183
medium-sized,117
radicalisation,25
humbl,5
patented,4
wounding,2
deselect,14
witchy,1
rein,279
cane,15
dictat,4
memo,114
ohne,1
sugar,142
muttering,22
magnanimity,7
known,60
basic,1038
changed,26
dominance,151
unlikely,1292
commodification,13
ensnare,23
bromide,8
zerohedge,10
synthesis,17
bloodline,4
non-naturalistic,1
recovered,1
say,61957
buccaneering,5
eggshell,7
appointee,26
compensate,230
second-round,12
chapeau,1
nervousness,72
medal-winning,9
audacity,29
peripheral,250
gothic,30
btw,3
licence,326
belching,1
tug,38
intertwine,24
seedling,1
bloodstained,2
creep,176
detainee,19
restructuring,521
depart,139
underpower,1
long-dated,3
peddling,6
american-born,5
applause,170
me,5
conservative-leaning,1
sing,238
drop-out,5
numberplate,5
leverage,199
democratise,36
euro-mp,1
politically-sensitive,1
antsy,2
well-tended,1
post-festive,1
eight-month,12
toy,142
acrimonious,39
self-defence,13
instrumental,55
re-elect,86
jerk,10
difference,1624
downgrading,65
sixfold,1
formalise,16
avatar,4
beach,224
password,4
runaround,2
coerce,18
modernist,62
homophobe,2
gainful,1
dispensation,10
pitfall,32
over-sized,1
estimate,1810
latvian,25
rinse,3
affinity,22
fall-back,6
picador,4
demutualisation,2
extent,631
re-claim,1
bang,233
face-off,11
shorthaul,1
sceptred,1
excite,145
breakthrough,209
zeitgeisty,5
birdlike,3
toff,20
field,711
widening,33
hers,38
prologue,3
igas,1
merchandise,24
disappoint,274
unwelcome,53
coat,117
raiding,21
renter,38
repudiation,19
blackout,26
cursing,7
marketisation,46
militant,226
direction,1008
incidental,14
pre-sanctions,1
gossip,97
vibrator,4
vermin,7
undereducated,1
conservative,4751
critique,232
asceticism,6
dove,23
unstuck,5
lifecycle,1
lacquering,1
visible,309
constrain,149
exoticism,6
in-fighting,16
procrastinate,4
turbine,55
cajole,35
hypochondriac,1
everybody,530
debt-driven,9
distinguished,34
exhibition,332
wonk,45
retribution,21
betide,4
mushrooming,9
pan-american,2
whirl,7
part-nationalised,15
brigade,95
stigmatise,23
haste,19
platonic,4
one-world,1
sí,25
pre-recession,72
manual,65
tint,4
inedible,3
premonition,6
ascendency,1
hideaway,8
empathetic,24
childishness,1
ringing,36
emerging-market,7
non-military,5
cinema-goer,2
revise,592
improvise,27
unfilled,15
ointment,8
physics,56
gag,63
plumb,12
oxtail,1
fixed-odds,4
dominant,304
sumac,2
governor,960
ngo,141
lite,38
time-server,3
ringleader,8
compromising,4
frank,78
allowable,3
foyer,17
testify,59
hallucinatory,7
political,11311
winger,30
timeline,54
multi-role,1
interest-rate,27
gauntlet,23
suspend,326
standardisation,9
anglo-saxon,48
righteous,30
debriefing,2
levity,1
back-door,2
desecrate,1
beverage,16
forgetfulness,8
organise,892
pessimism,108
cataract,13
rough-hewn,3
bequeath,37
dairy,30
lithograph,10
forthcoming,258
missionary,18
inflame,37
snuffle,2
pony-tail,1
vet,52
blood-letting,13
gear,241
tad,31
porridge,22
sweetie,6
speciality,21
spinner,15
augean,3
puniness,1
pre-dinner,1
audit,205
arbiter,20
dismayed,31
vogue,31
bruised,10
baptise,5
pang,14
racket,28
anti-islamic,10
mercantilism,5
frivolity,13
slimmed-down,7
anaesthetic,6
pointy-head,1
overworked,33
socratic,3
shunt,20
familiarity,34
sash,3
restorative,16
thistle,4
extension,379
multi-national,3
multifaceted,10
localism,82
drumbeat,15
tuberculosis,14
antagonist,6
generality,5
re-start,4
chirp,3
website,767
fuel-efficient,4
holly,2
part-timer,10
scarcity,37
continuance,1
minster,40
station,866
crony,55
motion,407
academia,59
cartoonist,21
brotherhood,11
testicle,3
toothless,10
sheer,219
crackle,15
mini-break,5
bathos,4
astro,1
revolver,4
patter,8
relativity,2
shy,146
debacle,112
taekwondo,7
paralyzed,1
gobbet,5
ham,31
feast,58
wend,2
get-out-of-jail,3
employee-owned,3
interlinkage,1
newsreel,2
durable,73
mankind,31
sacrosanct,25
aid-funded,1
yugoslav,2
reestablish,1
aspersion,2
trans-national,2
analogy,84
inclusivity,7
retroactive,5
unsophisticated,1
replacement,275
three-notch,3
masculine,10
grant-in-aid,3
sectarianism,4
pooled,17
islander,15
syllable,3
storytime,1
lemony,1
rail,623
chainsaw,10
diet-related,2
panning,4
cement,107
schröder,1
reply,452
high-spec,2
salmond,5
quieter,1
three-wheeler,1
semus,11
blue-eyed,6
bailin,1
anti-piracy,1
subdue,122
play-off,19
downswing,2
power-broking,1
eccentric,48
fanciful,42
asphyxiate,8
shock-absorber,3
swear,171
coalface,7
feed,848
pliant,8
ex-chancellor,8
shelf,128
applaud,137
compacted,1
scholarship,53
exemplary,30
monk,36
warm,447
informed,33
foxhunting,16
triangle,24
chancellery,21
anti-human,3
well-respected,16
unhelpful,55
distant,222
pretentious,12
barrio,7
bourgeoise,1
sedition,2
first-quarter,30
pricetag,1
substantial,564
beater,2
scold,10
self-assured,7
pronounced,60
disliked,10
realistic,311
relinquish,37
non-discrimination,4
sunken,7
hand-washing,2
super-rich,150
chafe,11
proclamation,19
ineffective,99
downpour,13
cross-examine,2
grizzly,4
oral,19
elaborate,75
immigration,1131
nine-month,24
muse,60
genius,133
gallantry,1
waive,38
unprofessional,8
clover,4
frustrated,123
smack,79
non-issue,6
de-regulate,2
stingy,6
mister,5
pump-prime,3
overdraft,54
gambit,25
upstate,3
intercede,1
average-priced,2
come-back,1
flesh,146
pained,15
fuzz,1
shelving,4
infliction,1
seeding,4
fibre-optic,7
egotism,8
craft,180
costing,11
reassertion,7
assumed,5
scratchy,5
flyover,3
collective,788
weather-beaten,1
briefly,134
card,713
fasting,6
ramification,67
crucible,17
over-saving,1
juggernaut,22
mutualism,9
lcd,3
yacht-owner,1
atmospheric,12
70-plus,3
population,1616
business-to-business,3
doble,1
singaporean,3
bringing,1
squeeze,1343
multimillion,21
grande,7
skirl,1
unsatisfying,1
foetus,7
poverty-creating,1
closet,33
muscle,97
feline,5
ridge,6
compare,1985
defuse,46
raising,48
well-connected,23
incense,23
accomplice,10
impress,157
professorial,14
stiff,100
cornered,3
wind-swept,2
liquidity,544
fisherman,23
submission,89
flabbergast,1
scatter-gun,2
writer,823
cash-guzzling,1
deadweight,6
clarion,13
nation-state,17
embroider,7
objector,20
greasy,20
headmaster,19
snooze,11
meddle,28
non-catholic,1
motley,13
bespoke,21
rooster,4
mid-2030,1
silhouette,13
mothballed,2
pop-up,49
contrived,40
trademark,40
tag-line,1
information,981
daylight,32
fertile,56
paxil,1
merlot,1
ultra-rich,16
alternate,36
vomit,14
gravestone,2
treehouse,6
epilogue,8
nitroglycerine,2
gutter,35
sip,28
hester,1
